"","id","material","side","family","tribe","genus","species","type","image","image2","color","bw","complete","corrupt","user","origin","location","accession","date","active","user_modify","user_date"
"281",559,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM1","DSCN2908","",1,1,1,0,"BLC","NMB","NMB","12195","2019-09-26 13:55:42",1,"JD","2020-10-19 19:17:20"
"282",561,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3","DSCN2910","",1,1,0,0,"BLC","NMB","NMB","8787","",1,"CLC","2020-10-22 17:11:53"
"283",563,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2912","",1,1,1,0,"BLC","NMB","NMB","8787","2019-09-26 14:16:39",1,"CLC","2020-10-22 17:11:20"
"284",565,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM1","DSCN2913","",1,1,1,0,"BLC","NMB","NMB","8787","2019-09-26 13:56:24",1,"JD","2020-10-19 19:17:34"
"285",567,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3","DSCN2921","",1,1,1,0,"BLC","NMB","NMB","12263","2019-09-26 14:34:15",1,"JD","2020-10-19 19:17:41"
"286",569,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2922","",1,1,1,0,"BLC","NMB","NMB","12263","2019-09-26 14:17:11",1,"JD","2020-10-19 19:17:43"
"287",571,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM1","DSCN2923","",1,1,1,0,"BLC","NMB","NMB","12263","2019-09-26 13:57:00",1,"JD","2020-10-19 19:17:46"
"288",573,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3","DSCN2925","",1,1,0,0,"BLC","NMB","NMB","12264","2019-09-26 14:34:47",1,"JD","2020-10-19 19:17:53"
"289",575,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2926","",1,1,1,0,"BLC","NMB","NMB","12264","2019-09-26 14:17:43",1,"JD","2020-10-19 19:17:56"
"290",577,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM1","DSCN2927","",1,1,1,0,"BLC","NMB","NMB","12264","2019-09-26 13:57:32",1,"JD","2020-10-19 19:17:58"
"291",579,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3","DSCN2929","",1,1,1,0,"BLC","NMB","NMB","12096","2019-09-26 14:35:14",1,"JD","2020-10-19 19:18:05"
"292",581,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM2","DSCN2930","",1,1,1,0,"BLC","NMB","NMB","12096","2019-09-26 14:18:14",1,"JD","2020-10-19 19:18:07"
"293",583,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM1","DSCN2931","",1,1,-2,0,"BLC","NMB","NMB","12096","2019-09-26 13:58:01",1,"JD","2020-10-19 19:18:11"
"294",585,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM3","DSCN2933","",1,1,1,0,"BLC","NMB","NMB","12096","2019-09-27 10:41:13",1,"JD","2020-10-19 19:18:24"
"295",587,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM2","DSCN2934","",1,1,1,0,"BLC","NMB","NMB","12096","2019-09-26 15:19:43",1,"JD","2020-10-19 19:18:26"
"296",589,"Extant","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1","DSCN2935","",1,1,1,0,"BLC","NMB","NMB","12096","2019-09-26 14:57:04",1,"JD","2020-10-19 19:18:28"
"297",591,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2937","",1,1,1,0,"BLC","NMB","NMB","7442","2019-10-10 12:08:54",1,"JD","2021-03-19 15:15:56 EDT"
"298",593,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2938","",1,1,1,0,"BLC","NMB","NMB","7442","2019-10-10 11:55:02",1,"JD","2020-10-19 19:20:03"
"299",595,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2939","",1,1,0,0,"BLC","NMB","NMB","7442","2019-10-08 13:32:07",1,"JD","2020-10-19 19:20:07"
"300",597,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2941","",1,1,1,0,"BLC","NMB","NMB","7446","2019-10-10 12:09:22",1,"JD","2020-10-19 19:20:18"
"301",599,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2942","",1,0,-1,-1,"BLC","","NMB","","",0,"JKB","2020-06-23 20:47:20"
"302",601,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2943","",1,0,-1,-1,"BLC","","NMB","","",0,"JKB","2020-06-23 20:42:36"
"303",603,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2945","",1,1,1,0,"BLC","NMB","NMB","unnumbered","2019-10-10 12:13:37",1,"JD","2020-10-19 19:20:31"
"304",605,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2946","",1,1,1,0,"BLC","NMB","NMB","unnumbered","2019-10-10 11:56:03",1,"JD","2020-10-19 19:20:39"
"305",607,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2947","",1,1,1,0,"BLC","NMB","NMB","unnumbered","2019-10-08 13:46:31",1,"JD","2020-10-19 19:20:43"
"306",609,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2949","",1,1,1,0,"BLC","NMB","NMB","12687","2019-10-10 12:14:04",1,"JD","2020-10-19 19:20:52"
"307",611,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2950","",1,1,1,0,"BLC","NMB","NMB","12687","2019-10-10 11:56:29",1,"JD","2020-10-19 19:20:55"
"308",613,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2951","",1,1,1,0,"BLC","NMB","NMB","12687","2019-10-08 13:53:21",1,"JD","2020-10-19 19:21:01"
"309",615,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2953","",1,1,0,0,"BLC","NMB","NMB","151","2019-10-10 12:14:32",1,"JD","2020-10-19 19:21:06"
"310",617,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2954","",1,1,1,0,"BLC","NMB","NMB","151","2019-10-10 11:56:58",1,"JD","2020-10-19 19:21:08"
"311",619,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2955","",1,1,1,0,"BLC","NMB","NMB","151","2019-10-08 13:53:49",1,"JD","2020-10-19 19:21:17"
"312",621,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2957","",1,1,1,0,"BLC","NMB","NMB","9382","2019-10-10 12:14:57",1,"JD","2020-10-20 18:05:28"
"313",623,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2959","",1,1,1,0,"BLC","NMB","NMB","9382","2019-10-10 11:57:24",1,"JD","2020-10-20 18:05:30"
"314",625,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2960","",1,1,1,0,"BLC","NMB","NMB","9382","2019-10-08 13:54:14",1,"JD","2020-10-20 18:05:34"
"315",627,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2962","",1,1,1,0,"BLC","NMB","NMB","12175","2019-10-10 12:15:20",1,"JD","2020-10-20 18:05:49"
"316",629,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2963","",1,1,1,0,"BLC","NMB","NMB","12175","2019-10-10 11:57:47",1,"JD","2020-10-20 18:05:53"
"317",631,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2964","",1,1,1,0,"BLC","NMB","NMB","12175","2019-10-08 13:54:40",1,"JD","2020-10-20 18:05:56"
"318",633,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2966","",1,1,1,0,"BLC","NMB","NMB","12159","2019-10-10 12:15:43",1,"JD","2020-10-20 18:06:10"
"319",635,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2967","",1,1,1,0,"BLC","NMB","NMB","12159","2019-10-10 11:58:24",1,"JD","2020-10-20 18:06:12"
"320",637,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2968","",1,1,1,0,"BLC","NMB","NMB","12159","2019-10-08 13:55:23",1,"JD","2020-10-20 18:06:15"
"321",639,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2970","",1,1,1,0,"BLC","NMB","NMB","8752","2019-10-10 12:16:09",1,"JD","2020-10-20 18:06:22"
"322",641,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2971","",1,1,1,0,"BLC","NMB","NMB","8752","2019-10-10 11:58:51",1,"JD","2020-10-20 18:06:24"
"323",643,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2972","",1,1,1,0,"BLC","NMB","NMB","8752","2019-10-08 13:55:50",1,"JD","2020-10-20 18:06:26"
"324",645,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2974","",1,1,1,0,"BLC","NMB","NMB","M 144","2019-10-10 12:16:33",1,"JD","2020-10-20 18:06:38"
"325",647,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2975","",1,1,1,0,"BLC","NMB","NMB","M 144","2019-10-10 11:59:16",1,"JD","2020-10-20 18:06:52"
"326",649,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2976","",1,1,1,0,"BLC","NMB","NMB","M 144","2019-10-08 13:56:17",1,"JD","2020-10-20 18:06:57"
"327",651,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2977","",1,1,1,0,"BLC","NMB","NMB","A 998","2019-10-10 12:17:00",1,"JD","2020-10-20 18:07:12"
"328",653,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2978","",1,1,1,0,"BLC","NMB","NMB","A 998","2019-10-10 11:59:44",1,"JD","2020-10-20 18:07:14"
"329",655,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2979","",1,1,1,0,"BLC","NMB","NMB","A 998","2019-10-08 14:00:04",1,"JD","2020-10-20 18:07:18"
"330",657,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2981","",1,1,-2,0,"BLC","NMB","NMB","12320","2019-10-10 12:18:45",1,"JD","2020-10-20 18:07:26"
"331",659,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2982","",1,1,1,0,"BLC","NMB","NMB","12320","2019-10-10 12:00:11",1,"JD","2020-10-20 18:07:28"
"332",661,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2983","",1,1,1,0,"BLC","NMB","NMB","12320","2019-10-08 14:00:38",1,"JD","2020-10-20 18:07:30"
"333",663,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2985","",1,1,1,0,"BLC","NMB","NMB","160","2019-10-10 12:19:12",1,"JD","2020-10-20 18:07:50"
"334",665,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2986","",1,1,1,0,"BLC","NMB","NMB","160","2019-10-10 12:00:41",1,"JD","2020-10-20 18:07:52"
"335",667,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2987","",1,1,1,0,"BLC","NMB","NMB","160","2019-10-08 14:01:07",1,"JD","2020-10-20 18:07:54"
"336",669,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2989","",1,1,1,0,"BLC","NMB","NMB","12155","2019-10-10 12:19:39",1,"JD","2020-10-20 18:08:03"
"337",671,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2990","",1,1,1,0,"BLC","NMB","NMB","12155","2019-10-10 12:01:06",1,"JD","2020-10-20 18:08:05"
"338",673,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2991","",1,1,1,0,"BLC","NMB","NMB","12155","2019-10-08 14:01:44",1,"JD","2020-10-20 18:08:09"
"339",675,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2995","",1,1,-2,0,"BLC","NMB","NMB","12035","2019-10-10 12:20:03",1,"JD","2020-10-20 18:08:18"
"340",677,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN2996","",1,1,1,0,"BLC","NMB","NMB","12035","2019-10-10 12:01:31",1,"JD","2020-10-20 18:08:20"
"341",679,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2997","",1,1,1,0,"BLC","NMB","NMB","12035","2019-10-08 14:02:13",1,"JD","2020-10-20 18:08:25"
"342",681,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN2999","",1,1,-2,0,"BLC","NMB","NMB","12039","2019-10-10 12:20:27",1,"JD","2020-10-20 18:08:33"
"343",683,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN3000","",1,1,1,0,"BLC","NMB","NMB","12039","2019-10-10 12:02:07",1,"JD","2020-10-20 18:08:35"
"344",685,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN3001","",1,1,1,0,"BLC","NMB","NMB","12039","2019-10-08 14:02:40",1,"JD","2020-10-20 18:08:38"
"345",687,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN3003","",1,1,-2,0,"BLC","NMB","NMB","12157","2019-10-10 12:20:52",1,"JD","2020-10-20 18:08:45"
"346",689,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN3004","",1,1,1,0,"BLC","NMB","NMB","12157","2019-10-10 12:02:34",1,"JD","2020-10-20 18:08:48"
"347",691,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN3005","",1,1,1,0,"BLC","NMB","NMB","12157","2019-10-08 14:03:05",1,"JD","2020-10-20 18:08:50"
"348",693,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN3007","",1,1,1,0,"BLC","NMB","NMB","unnumbered","2019-10-10 12:21:17",1,"JD","2020-10-20 18:09:00"
"349",695,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN3008","",1,1,1,0,"BLC","NMB","NMB","unnumbered","2019-10-10 12:03:00",1,"JD","2020-10-20 18:09:04"
"350",697,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN3009","",1,0,-1,-1,"BLC","","NMB","","2019-10-08 14:03:37",0,"JKB","2020-06-23 20:45:21"
"351",699,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN3011","",1,1,1,0,"BLC","NMB","NMB","9384","2019-10-10 12:21:41",1,"JD","2020-10-20 18:09:12"
"352",701,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN3012","",1,1,1,0,"BLC","NMB","NMB","9384","2019-10-10 12:03:27",1,"JD","2020-10-20 18:09:20"
"353",703,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM3","DSCN3013","",1,1,1,0,"BLC","NMB","NMB","7440","2019-10-10 12:22:08",1,"JD","2020-10-20 18:09:25"
"354",705,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM2","DSCN3014","",1,1,1,0,"BLC","NMB","NMB","7440","2019-10-10 12:03:53",1,"JD","2020-10-20 18:09:28"
"355",707,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN3015","",1,1,1,0,"BLC","NMB","NMB","7440","2019-10-08 14:04:02",1,"JD","2020-10-20 18:09:35"
"356",709,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3017","",1,1,1,1,"BLC","NMB","NMB","7440","2019-10-07 14:32:10",1,"JD","2020-10-20 18:09:47"
"357",711,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3018","",1,1,1,1,"BLC","NMB","NMB","7440","2019-10-07 14:16:52",1,"JD","2020-08-12 21:32:36"
"358",713,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3019","",1,1,-2,0,"BLC","NMB","NMB","7440","2019-10-07 13:51:17",1,"JKB","2020-06-29 20:20:10"
"359",715,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3021","",1,1,1,1,"BLC","NMB","NMB","9384","2019-10-07 14:32:36",1,"JD","2020-10-20 18:09:55"
"360",717,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3022","",1,1,1,1,"BLC","NMB","NMB","9384","2019-10-07 14:17:31",1,"JD","2020-08-12 21:32:49"
"361",719,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3023","",1,1,1,0,"BLC","NMB","NMB","9384","2019-10-07 13:52:06",1,"JKB","2020-06-29 20:20:23"
"362",721,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3025","",1,1,1,1,"BLC","NMB","NMB","unnumbered","2019-10-07 14:33:03",1,"JD","2020-10-20 18:10:30"
"363",723,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3026","",1,1,1,1,"BLC","NMB","NMB","unnumbered","2019-10-07 14:18:00",1,"JD","2020-08-12 21:32:58"
"364",725,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3027","",1,0,-1,-1,"BLC","","NMB","","2019-10-07 13:52:42",0,"JKB","2020-06-23 20:37:23"
"365",727,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3029","",1,1,1,1,"BLC","NMB","NMB","12157","2019-10-07 14:33:29",1,"JD","2020-10-20 18:12:20"
"366",729,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3030","",1,1,1,0,"BLC","NMB","NMB","12157","2019-10-07 14:18:28",1,"JD","2020-08-12 21:34:45"
"367",731,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3031","",1,1,1,0,"BLC","NMB","NMB","12157","2019-10-07 13:53:11",1,"JD","2020-10-20 18:10:44"
"368",733,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3033","",1,1,1,1,"BLC","NMB","NMB","12039","2019-10-07 14:33:58",1,"JD","2020-10-20 18:12:26"
"369",735,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3034","",1,1,1,1,"BLC","NMB","NMB","12039","2019-10-07 14:18:55",1,"JD","2020-08-12 21:40:47"
"370",737,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3035","",1,1,0,0,"BLC","NMB","NMB","12039","",1,"JD","2020-10-20 18:10:53"
"371",739,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3037","",1,1,1,1,"BLC","NMB","NMB","12155","2019-10-07 14:34:26",1,"JD","2020-10-20 18:12:37"
"372",741,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3038","",1,1,1,0,"BLC","NMB","NMB","12155","2019-10-07 14:19:21",1,"JD","2020-08-12 21:40:55"
"373",743,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3039","",1,1,1,0,"BLC","NMB","NMB","12155","2019-10-07 13:54:04",1,"JD","2020-10-20 18:11:00"
"374",745,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3041","",1,1,1,0,"BLC","NMB","NMB","12320","2019-10-07 14:34:56",1,"JD","2020-10-20 18:12:53"
"375",747,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3042","",1,1,1,1,"BLC","NMB","NMB","12320","2019-10-07 14:19:47",1,"JD","2020-08-12 21:41:13"
"376",749,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3043","",1,1,1,0,"BLC","NMB","NMB","12320","2019-10-07 13:54:31",1,"JD","2020-10-20 18:11:09"
"377",751,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3045","",1,1,1,1,"BLC","NMB","NMB","12175","2019-10-07 14:35:32",1,"JD","2020-10-20 18:13:03"
"378",753,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3046","",1,1,1,1,"BLC","NMB","NMB","12175","2019-10-07 14:20:15",1,"JD","2020-08-12 21:41:32"
"379",755,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3047","",1,0,-1,-1,"BLC","","NMB","","2019-10-07 13:54:59",0,"JKB","2020-06-23 20:38:15"
"380",757,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3049","",1,1,1,1,"BLC","NMB","NMB","12687","2019-10-07 14:36:00",1,"JD","2020-10-20 18:13:12"
"381",759,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3050","",1,1,1,1,"BLC","NMB","NMB","12687","2019-10-07 14:20:44",1,"JD","2020-08-12 21:42:33"
"382",761,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3051","",1,1,0,0,"BLC","NMB","NMB","12687","2019-10-07 13:55:28",1,"JD","2020-10-20 18:11:20"
"383",763,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3053","",1,1,1,1,"BLC","NMB","NMB","7442","2019-10-07 14:36:25",1,"JD","2020-10-20 18:13:47"
"384",765,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3054","",1,1,1,1,"BLC","NMB","NMB","7442","2019-10-07 14:21:09",1,"JD","2020-08-12 21:42:39"
"385",767,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3055","",1,1,-2,0,"BLC","NMB","NMB","7442","2019-10-07 13:55:56",1,"JD","2020-10-20 18:11:53"
"386",769,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3057","",1,1,0,1,"BLC","NMB","NMB","12039","",1,"JD","2020-08-12 21:45:30"
"387",771,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3059","",1,1,1,0,"BLC","NMB","NMB","12039","2019-10-07 14:21:36",1,"JD","2020-08-12 21:20:53"
"388",773,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3060","",1,1,1,0,"BLC","NMB","NMB","12039","2019-10-07 13:56:23",1,"JD","2020-08-12 21:08:19"
"389",775,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3062","",1,1,0,1,"BLC","NMB","NMB","12035","",1,"JD","2020-08-12 21:48:22"
"390",777,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3063","",1,1,1,1,"BLC","NMB","NMB","12035","2019-10-07 14:22:01",1,"JD","2020-08-12 21:23:22"
"391",779,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3064","",1,1,1,0,"BLC","NMB","NMB","12035","2019-10-07 13:56:55",1,"JD","2020-08-12 21:08:35"
"392",781,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3075","",1,1,1,1,"BLC","NMB","NMB","A 2836","2019-10-07 14:37:42",1,"JD","2020-08-12 21:48:07"
"393",783,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3076","",1,1,1,0,"BLC","NMB","NMB","A 2836","2019-10-07 14:22:30",1,"JD","2020-08-12 21:23:31"
"394",785,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3077","",1,1,0,0,"BLC","NMB","NMB","A 2836","2019-10-07 13:57:27",1,"JD","2020-08-12 21:08:45"
"395",787,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3078","",1,1,0,1,"BLC","NMB","NMB","8808","2019-10-07 14:38:13",1,"JD","2020-08-12 21:52:47"
"396",789,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3079","",1,1,1,1,"BLC","NMB","NMB","8808","2019-10-07 14:23:04",1,"JD","2020-08-12 21:24:23"
"397",791,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3080","",1,1,1,0,"BLC","NMB","NMB","8808","2019-10-07 13:57:57",1,"JD","2020-08-12 21:10:00"
"398",793,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3081","",1,1,1,1,"BLC","NMB","NMB","A 2937","2019-10-07 14:38:42",1,"JD","2020-08-12 21:53:02"
"399",795,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3082","",1,1,1,1,"BLC","NMB","NMB","A 2937","2019-10-07 14:23:35",1,"JD","2020-08-12 21:24:41"
"400",797,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3083","",1,1,0,0,"BLC","NMB","NMB","A 2937","2019-10-07 13:58:21",1,"JD","2020-08-12 21:10:13"
"401",799,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3084","",1,1,0,1,"BLC","NMB","NMB","8799","2019-10-07 14:39:09",1,"JD","2020-08-12 21:53:10"
"402",801,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3086","",1,1,1,1,"BLC","NMB","NMB","8799","2019-10-07 14:24:06",1,"JD","2020-08-12 21:25:29"
"403",803,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3087","",1,1,1,0,"BLC","NMB","NMB","8799","2019-10-07 14:06:30",1,"JD","2020-08-12 21:10:28"
"404",805,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3097","",1,1,1,0,"BLC","NMB","NMB","A 3017","2019-10-07 14:39:37",1,"JD","2020-08-12 21:53:18"
"405",807,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3098","",1,1,1,0,"BLC","NMB","NMB","A 3017","2019-10-07 14:24:35",1,"JD","2020-08-12 21:25:43"
"406",809,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3099","",1,1,1,0,"BLC","NMB","NMB","A 3017","",1,"JD","2020-08-12 21:12:18"
"407",811,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3102","",1,1,1,1,"BLC","NMB","NMB","8806","2019-10-07 14:40:03",1,"JD","2020-08-12 21:54:33"
"408",813,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM2","DSCN3103","",1,1,1,0,"BLC","NMB","NMB","8806","2019-10-07 14:25:02",1,"JD","2020-08-12 21:25:49"
"409",815,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3104","",1,1,0,0,"BLC","NMB","NMB","8806","2019-10-07 14:07:53",1,"JD","2020-08-12 21:12:25"
"410",817,"Extant","L","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3","DSCN3106","",1,1,1,1,"BLC","NMB","NMB","8803","",1,"JD","2020-08-12 21:54:41"
